Inflation rate,Unemployment rate,GDP growth rate,Crime rate,Healthcare access index,Education quality index,Infrastructure quality index,Population growth rate,Homelessness rate,Home ownership rate,Income inequality index,Immigration rate,Military strength index,Environmental sustainability index,Social cohesion index,Divorce rate,Average life expectancy,Median household income,Poverty rate,Education attainment level
5.67,4.26,-2.13,40.29,37.95,43.18,39.98,2.69,0.13,0.89,70.61,7.6,92.94,4.44,68.51,8.98,75.55,28681.24,37.25,30.02
0.78,5.85,7.48,36.32,8.13,68.55,90.78,2.03,0.33,0.96,17.07,6.46,78.25,17.89,55.56,5.99,60.29,89104.54,19.67,89.67
1.98,3.58,0.35,35.11,51.76,59.29,41.33,-1.17,0.86,0.3,29.21,1.71,41.51,2.37,83.69,8.05,84.06,27923.92,6.69,78.75
7.06,13.6,0.95,11.25,52.56,56.82,55.53,-1.62,0.1,0.55,3.67,8.99,64.0,72.82,23.19,5.26,78.93,50628.9,6.48,48.24
9.61,14.07,5.39,4.04,59.98,52.51,79.46,-0.19,0.02,0.46,77.77,1.77,4.98,91.83,26.72,8.61,86.49,34592.07,27.55,9.99
3.21,5.48,-4.62,2.07,35.49,98.29,10.2,2.9,0.53,0.69,63.57,9.52,31.28,77.67,77.11,4.67,75.58,68038.51,34.48,20.21
8.61,9.34,-3.29,37.9,88.39,98.73,53.61,-0.35,0.97,0.3,82.88,6.35,17.02,38.8,84.82,9.63,81.12,97980.36,6.68,28.73
1.41,11.97,2.14,64.69,59.51,0.39,58.11,-1.51,0.16,0.39,33.86,8.95,50.78,44.2,64.66,3.53,65.98,31577.59,17.51,81.71
0.56,14.85,5.62,91.41,32.82,31.13,98.82,2.53,0.69,0.09,44.32,5.66,45.39,6.19,9.75,0.86,74.53,50482.05,2.4,8.73
4.89,9.6,-3.59,43.15,50.03,77.82,42.88,2.1,0.84,0.85,16.4,3.83,30.6,22.89,54.26,7.16,60.7,40089.46,7.17,12.48
5.5,3.7,6.02,49.97,88.12,37.34,15.54,-0.26,0.12,0.42,90.25,7.09,29.54,89.56,20.06,5.07,63.85,88067.94,8.54,39.46
0.77,10.34,7.16,8.6,33.62,56.06,82.53,1.92,0.95,0.71,58.93,6.55,25.75,63.98,31.76,9.8,64.94,12258.34,37.89,96.06
0.44,0.62,-4.24,49.31,23.1,8.93,67.54,2.61,0.07,0.23,77.61,9.95,46.87,74.52,26.59,9.58,73.61,35350.24,21.9,80.06
4.14,5.81,-0.62,12.03,76.05,54.46,6.15,2.08,0.79,0.83,33.9,2.21,45.08,55.08,12.89,4.08,74.66,80191.44,37.18,13.26
5.33,12.85,-1.07,43.64,66.32,29.57,33.77,-0.59,0.58,0.19,99.4,8.42,81.64,77.56,51.25,7.31,85.02,23160.91,49.0,54.74
8.03,12.6,9.07,71.32,2.72,11.16,0.67,-0.15,0.89,0.11,67.59,6.81,75.37,11.81,10.17,5.32,82.29,87740.81,32.11,20.63
4.88,11.61,-3.73,82.76,92.86,18.05,56.2,0.4,0.44,0.22,60.76,4.63,23.67,14.91,79.58,4.68,71.56,86971.12,3.31,18.1
4.35,13.99,8.14,70.99,98.04,26.21,1.95,-0.65,0.02,0.95,44.23,7.8,51.0,85.12,85.41,3.34,68.35,43356.7,31.9,14.39
6.8,0.02,2.75,87.52,95.32,89.23,6.64,1.53,0.02,0.66,75.07,0.38,80.57,93.97,21.41,1.46,70.27,67828.83,14.77,22.51
0.77,12.91,2.16,1.71,9.95,91.16,16.45,1.9,0.54,0.17,15.67,8.05,97.41,26.17,0.97,4.51,87.56,84588.81,42.93,52.06
8.78,14.33,1.96,32.95,72.7,15.48,21.18,0.88,0.37,0.58,15.45,1.13,68.98,71.85,56.12,2.06,86.71,27319.96,43.21,62.16
2.18,8.57,3.29,39.78,50.12,57.82,44.45,1.15,0.62,0.49,66.6,9.84,4.7,5.73,25.36,4.66,82.67,66360.13,37.97,53.42
1.86,14.41,7.09,95.78,26.42,17.34,13.78,1.69,0.27,0.43,92.1,6.39,36.91,96.72,69.76,9.86,81.05,10192.81,37.46,69.8
6.58,7.31,3.81,47.88,69.62,25.46,29.35,1.67,0.28,0.74,16.67,9.92,1.65,69.29,20.37,1.95,88.87,30683.71,0.27,74.86
9.0,14.93,-3.93,39.39,6.19,92.84,79.96,2.77,0.55,0.06,86.61,6.46,9.85,38.39,46.91,8.62,79.0,48571.56,14.44,69.01
4.12,5.86,8.07,66.04,75.07,41.3,52.28,1.29,0.58,0.75,9.05,2.25,80.28,53.21,53.42,8.46,89.62,20826.52,43.74,14.45
5.45,2.94,6.5,45.23,55.5,0.15,40.57,2.17,0.06,0.79,61.66,2.0,19.04,90.5,80.07,5.37,77.44,31311.55,10.67,54.9
4.0,9.32,-0.15,67.46,69.87,69.83,6.67,-1.45,0.8,0.41,16.02,6.72,19.72,38.19,67.75,8.58,64.57,90950.18,11.55,48.06
1.94,13.67,-2.86,74.79,37.07,41.47,57.48,1.98,0.13,0.2,62.95,8.22,11.5,26.89,0.48,7.52,74.59,72015.67,20.72,33.58
0.53,4.3,5.59,80.19,27.02,17.58,70.8,2.08,0.28,0.97,26.1,8.18,30.6,49.76,7.73,7.57,71.82,32379.32,18.67,57.01
7.24,12.32,-1.79,25.11,12.74,71.51,0.39,0.44,0.52,0.57,44.55,4.23,1.11,11.13,38.84,8.5,68.67,54550.1,39.26,82.96
7.27,5.21,-0.35,89.23,62.76,34.53,12.61,0.51,0.9,0.19,90.33,5.34,54.54,27.43,93.14,8.23,83.15,41195.45,12.43,85.73
3.53,7.75,0.41,12.82,90.1,28.97,95.72,-1.3,0.71,0.75,16.49,1.34,54.4,71.81,29.79,8.98,78.85,60248.35,4.07,18.24
6.09,5.01,-3.87,61.37,63.93,37.04,27.61,-0.76,0.24,0.18,16.88,6.46,53.13,40.27,81.0,5.4,74.64,20307.51,49.47,18.43
0.22,12.27,-4.28,45.4,59.36,38.21,35.66,1.85,0.19,0.1,38.28,4.55,21.4,94.39,30.55,7.69,87.85,89908.39,14.08,63.31
0.03,5.08,0.07,2.48,3.78,62.3,34.14,1.14,0.06,0.98,21.56,1.62,93.06,42.15,75.75,2.71,71.84,77695.99,41.08,33.01
3.37,10.17,7.2,86.3,59.04,63.09,98.55,-0.71,0.09,0.37,7.59,2.33,2.24,94.23,7.75,8.27,65.68,55670.09,7.91,78.03
1.44,5.75,4.14,7.28,14.36,45.38,67.15,0.98,0.05,0.85,33.88,5.46,45.72,51.93,73.59,2.57,79.65,79937.88,23.63,17.35
8.75,4.27,9.42,99.23,12.74,29.76,76.26,1.63,0.13,0.49,26.83,8.54,24.79,84.11,63.1,10.0,83.95,72370.91,0.48,53.19
9.28,4.63,-3.02,97.2,69.52,22.89,61.37,2.52,0.9,0.62,19.61,5.0,2.52,31.54,28.55,3.59,79.22,62646.98,44.89,20.99
2.91,6.32,2.22,65.98,8.23,25.98,84.13,2.45,0.45,0.13,45.0,6.18,52.6,22.97,71.17,3.97,77.86,24099.46,16.4,53.36
2.1,5.03,-0.75,11.94,1.9,78.38,9.68,-0.34,0.79,0.49,10.82,3.27,92.25,42.9,30.41,9.09,82.13,52640.21,35.76,39.88
7.6,13.69,-4.91,20.75,67.66,65.21,82.02,2.7,0.22,0.1,70.86,4.77,66.82,76.83,56.93,2.83,66.63,85861.88,40.23,7.13
8.72,8.07,9.78,14.91,27.08,44.01,63.15,2.53,0.61,0.23,71.12,1.87,54.08,55.05,13.65,3.46,82.76,83717.11,24.14,4.37
1.39,9.31,8.12,8.03,59.28,62.06,68.03,2.85,0.95,0.51,10.93,9.68,77.31,28.77,14.53,9.76,61.9,40310.87,36.73,23.35
4.78,1.45,8.3,50.14,38.68,63.81,45.25,0.38,0.32,0.26,93.97,7.92,38.39,38.85,68.15,2.95,77.47,88323.47,45.02,45.46
2.49,14.38,-2.39,48.18,69.08,29.46,76.99,-0.4,0.77,0.06,57.27,3.84,97.04,4.18,7.61,2.88,63.6,56213.97,43.52,88.41
1.57,12.42,0.5,67.36,53.31,57.39,43.57,0.02,0.18,0.93,79.29,6.84,55.78,76.95,34.6,9.46,88.8,52500.82,24.89,41.74
0.08,4.08,1.01,53.07,31.17,13.78,58.3,-1.89,0.46,0.91,78.07,1.11,40.26,54.11,99.59,0.03,68.09,61673.37,44.25,12.93
9.37,3.93,9.41,19.71,49.18,99.95,23.32,-1.63,0.26,0.88,59.8,4.84,86.08,15.44,49.46,7.41,76.13,94317.37,23.03,24.62
3.0,3.15,8.21,91.1,82.9,1.35,3.91,-1.24,0.89,0.88,84.18,1.95,3.08,5.32,60.98,9.01,67.84,85317.24,48.07,44.8
0.01,3.56,0.44,20.68,63.32,5.51,46.52,1.1,0.97,0.65,33.27,4.19,67.01,55.69,13.4,1.39,74.49,39327.47,0.57,4.56
4.14,0.34,0.88,23.05,13.49,54.95,84.84,-0.17,0.76,0.01,54.59,3.31,36.55,34.68,33.16,7.19,86.58,36219.97,17.52,23.95
3.78,7.15,7.0,90.17,73.78,72.58,96.44,2.31,0.12,0.27,37.44,5.0,10.32,32.25,88.21,6.75,83.2,10035.79,41.79,0.47
7.52,6.3,9.66,49.22,58.61,5.79,83.58,0.52,0.73,0.22,91.79,7.48,63.41,38.28,62.47,2.01,89.94,58976.23,18.84,73.2
5.2,5.17,3.69,7.56,51.96,39.02,62.52,2.32,0.31,0.99,96.35,7.03,33.9,33.13,92.31,6.81,81.19,75415.94,22.83,19.95
8.32,5.06,-4.7,56.24,67.95,5.48,59.69,0.19,0.12,0.22,31.26,1.0,63.67,59.19,15.03,3.69,81.24,19585.84,2.92,99.49
2.25,11.87,-0.86,16.52,46.93,9.64,83.54,1.61,0.34,0.58,53.41,3.22,24.68,0.88,1.04,4.64,81.91,86496.9,7.3,46.09
4.76,12.11,-0.42,27.41,60.47,85.46,64.77,-0.82,0.49,0.65,28.32,5.33,68.77,10.47,2.99,6.42,84.58,50906.39,25.7,24.66
7.58,13.29,3.66,23.05,83.48,29.21,52.12,0.89,0.09,0.1,52.62,4.47,15.73,44.65,80.82,5.44,69.13,55002.73,3.37,47.21
1.12,5.11,0.38,77.93,19.88,30.16,46.26,-1.19,0.09,0.2,97.55,8.45,18.53,97.09,11.1,8.03,71.87,18702.23,14.82,14.26
5.17,12.23,6.8,73.03,63.12,61.56,94.06,2.59,0.99,0.82,26.56,5.84,53.72,54.22,60.58,8.16,83.28,96512.63,36.82,44.07
1.24,3.22,6.45,15.82,39.31,54.63,37.52,-1.28,0.18,0.09,60.52,0.09,74.84,82.39,70.08,4.59,88.1,55502.99,39.02,96.96
2.53,14.63,-3.47,22.56,25.53,47.74,7.24,-1.51,0.01,0.86,33.68,4.05,19.21,66.73,40.44,7.78,69.72,59936.65,49.36,99.23
3.28,8.61,-3.17,69.51,99.95,72.59,69.36,1.64,0.68,0.11,57.91,1.91,36.59,16.89,10.99,8.83,76.82,66289.01,47.9,77.26
3.76,6.19,-4.86,7.77,24.55,86.78,67.34,2.99,0.88,0.15,57.3,7.29,73.6,54.35,3.91,8.75,89.6,13973.63,33.79,31.63
8.13,7.57,4.21,61.47,57.84,39.89,47.0,-1.27,0.11,0.13,50.18,6.53,89.21,67.76,23.79,4.64,69.75,68316.44,46.28,67.16
9.48,5.99,-4.11,66.37,45.79,89.48,90.16,-0.92,0.04,0.29,51.16,1.33,50.85,84.91,34.51,4.81,72.78,80072.08,39.03,71.27
5.19,14.02,5.71,2.08,90.38,47.21,54.86,-1.09,0.41,0.23,59.66,6.25,87.43,43.79,64.8,7.53,75.4,82262.19,42.14,65.87
8.54,6.57,-3.45,66.94,0.05,89.18,83.04,-0.56,0.4,0.04,99.47,2.51,23.73,23.31,43.78,6.0,69.6,25304.3,35.13,40.26
4.8,3.75,-1.77,82.48,16.66,99.7,19.78,1.04,0.88,0.26,74.84,5.38,99.98,49.98,41.87,3.68,84.07,46689.44,40.56,81.13
4.73,8.3,-3.2,22.04,89.68,55.73,16.67,1.37,0.13,0.59,24.94,8.05,38.26,64.59,58.34,4.89,73.22,43697.97,29.75,44.52
4.23,12.86,3.88,95.41,21.95,60.51,12.17,2.28,0.57,0.31,46.49,0.29,66.5,55.63,4.97,8.47,75.74,18473.87,11.81,50.95
0.78,0.18,9.37,93.71,55.13,0.52,54.66,0.18,0.51,0.23,5.59,1.45,32.08,98.41,86.84,7.48,61.16,68318.48,49.74,27.12
2.66,2.46,2.91,78.48,8.16,69.37,32.01,1.01,0.46,0.32,25.58,2.9,90.66,29.52,26.73,6.42,64.21,33545.48,19.19,57.7
8.21,14.64,0.24,33.07,22.73,75.59,64.19,-1.56,0.23,0.88,86.1,4.29,14.77,30.15,3.92,0.23,60.03,19274.91,12.9,53.24
8.32,9.47,0.38,69.68,5.67,13.32,45.06,1.38,0.09,0.5,10.13,2.57,77.11,93.88,44.06,9.94,60.83,87889.3,48.84,55.5
6.39,13.78,0.48,47.43,4.33,45.82,65.01,1.97,0.66,0.09,25.21,2.56,91.41,2.52,77.93,0.01,65.41,83246.16,10.95,88.58
9.92,0.28,5.04,66.87,91.87,57.2,96.99,1.26,0.4,0.3,99.98,2.33,47.93,84.41,31.91,6.39,72.02,58643.87,46.16,41.11
5.33,13.12,-0.73,65.01,21.46,62.38,5.45,2.06,0.15,0.67,62.35,1.42,64.22,49.0,73.4,5.23,71.69,60949.38,26.84,33.64
1.8,10.14,-1.24,95.3,34.38,79.54,72.37,-1.42,1.0,0.1,82.91,4.29,75.75,31.13,47.48,7.93,81.16,37965.56,30.4,0.72
2.64,7.68,1.8,93.02,99.32,59.96,2.41,-1.83,0.77,0.94,8.67,7.22,37.45,84.28,9.97,9.49,75.76,98667.93,7.47,82.22
9.27,10.54,-0.32,85.45,53.28,44.44,80.16,2.92,0.42,0.25,44.0,2.18,93.78,61.77,3.15,6.64,89.8,37688.96,35.64,35.69
2.74,8.76,0.43,82.76,98.91,12.66,81.68,-0.19,0.11,0.55,63.52,8.81,98.71,37.38,2.7,4.8,71.95,75501.61,36.68,7.51
8.49,9.25,5.13,23.41,10.17,64.1,24.42,2.91,0.74,0.08,0.19,4.02,81.49,89.1,47.63,8.34,65.05,94306.91,17.98,11.12
8.41,0.28,9.73,76.54,41.97,13.99,43.36,0.51,0.13,0.53,21.85,8.18,70.27,61.53,44.77,5.89,89.83,10780.25,37.69,50.03
8.37,2.67,6.86,57.12,98.68,31.86,89.61,-1.66,0.33,1.0,65.92,6.03,6.32,83.25,85.47,5.35,74.04,28215.6,36.4,47.02
1.23,14.3,1.94,57.34,19.14,83.83,43.69,-1.56,0.17,0.64,0.66,0.48,69.72,27.8,84.06,1.8,65.12,88434.04,31.53,73.36
1.2,5.51,6.23,39.82,88.85,66.57,77.65,1.09,0.71,0.9,38.15,0.78,80.57,32.93,78.55,5.79,88.63,52959.2,13.36,96.38
1.23,13.59,9.74,24.86,30.42,92.14,22.03,-1.77,0.99,0.63,13.26,2.49,58.53,72.01,89.31,4.42,80.31,73987.79,27.25,2.18
4.0,7.54,-4.09,42.65,74.47,55.2,26.72,-0.43,0.77,0.69,17.72,4.0,41.71,81.66,22.35,5.07,70.59,10067.03,39.01,83.43
5.16,7.08,0.72,32.45,2.53,52.85,82.25,1.09,0.97,0.74,79.26,9.08,19.46,99.8,79.66,0.25,82.47,90050.46,13.91,20.37
6.0,5.17,3.08,59.11,32.57,38.84,96.64,-1.5,0.55,0.89,97.85,6.35,67.93,28.98,62.19,0.62,76.25,53724.96,5.07,25.03
9.85,2.48,9.01,4.36,31.56,5.8,6.95,-0.34,0.53,0.16,8.72,6.15,74.95,99.06,18.64,7.87,62.83,45815.95,4.05,69.42
5.16,4.94,2.43,48.57,69.33,80.32,40.58,0.12,0.85,0.54,42.02,1.16,78.21,28.36,33.29,7.92,87.01,23200.35,3.0,50.05
5.39,0.25,4.92,42.57,15.63,83.27,70.75,-0.0,0.0,0.46,94.36,1.86,12.6,76.96,85.99,9.71,88.55,78345.89,41.74,69.55
7.6,14.08,6.75,54.65,76.69,23.91,90.21,-0.4,0.59,0.41,76.48,1.3,25.59,39.95,18.73,8.95,62.53,39806.95,32.54,89.64
6.08,9.42,-1.88,86.97,33.31,25.62,40.63,1.18,0.85,0.01,92.61,1.46,60.05,88.36,33.41,7.2,77.07,43077.22,2.96,42.76
7.71,2.82,0.34,30.45,67.83,19.42,78.84,-0.18,0.24,0.58,57.06,9.07,96.02,31.04,14.2,6.31,81.23,84275.79,18.72,59.07
8.07,2.69,-0.22,76.65,26.74,29.71,46.82,-1.86,0.94,0.48,72.94,0.73,66.13,27.56,17.63,2.98,68.46,60948.21,27.54,24.59
5.2,13.73,-3.38,81.95,14.31,36.31,62.34,0.37,0.96,0.94,24.79,4.19,41.91,18.2,63.78,0.7,73.93,54437.62,8.23,2.43
2.71,4.34,2.46,65.05,51.62,13.11,7.84,0.09,0.8,0.45,6.25,5.11,69.89,34.98,39.46,3.5,61.98,80547.96,4.33,85.16
4.53,1.92,-4.4,41.36,60.12,6.9,59.04,0.79,0.53,0.06,54.52,9.18,88.77,32.8,73.63,2.8,83.79,72134.6,20.97,60.37
9.77,10.39,2.14,0.63,78.53,26.7,92.93,-1.46,0.96,0.81,42.11,4.32,34.2,43.89,55.78,5.06,66.46,24977.98,41.41,87.74
7.42,8.32,3.46,20.49,40.71,12.65,91.33,0.02,0.7,0.08,44.27,9.95,55.71,26.24,51.03,4.05,79.98,72302.23,21.16,96.93
6.09,5.41,4.66,86.74,78.1,96.37,33.31,2.98,0.75,0.67,45.16,7.81,84.77,19.85,41.27,3.37,89.96,27668.02,18.38,93.5
9.77,9.36,-3.68,51.77,89.85,72.11,50.8,2.55,0.33,0.9,29.45,9.37,47.43,30.88,89.9,9.7,82.26,10672.09,18.27,83.72
0.5,11.97,8.93,88.13,37.52,50.76,36.83,-0.0,0.98,0.87,37.61,3.81,44.74,35.78,16.83,5.54,78.18,94072.75,45.16,54.51
4.12,9.5,8.68,96.89,30.23,0.01,23.9,-1.91,0.68,0.01,69.2,8.06,33.47,45.3,48.53,1.64,87.93,77904.57,13.24,91.75
9.87,14.02,-4.54,34.77,82.06,40.41,74.78,-1.13,0.15,0.44,9.7,6.09,67.33,91.81,80.54,8.96,84.78,25577.86,13.73,95.95
8.07,2.47,-1.51,89.66,63.75,98.84,2.21,2.49,0.34,0.69,70.19,7.39,75.84,41.43,82.41,2.41,83.48,62433.68,33.21,3.56
8.61,8.95,-4.21,16.42,61.6,14.35,46.66,1.98,0.3,0.55,5.48,1.93,86.55,95.09,87.75,2.9,71.35,97047.5,40.47,73.95
7.94,7.46,-2.57,36.25,66.26,58.26,37.97,1.46,0.83,0.14,7.69,5.86,19.16,49.66,55.15,7.58,83.25,21948.88,35.81,86.24
3.29,7.52,8.54,71.45,5.8,17.51,44.96,-0.42,0.03,0.54,94.06,5.07,39.69,93.21,99.21,7.51,84.98,85481.85,39.35,36.85
6.21,12.12,-0.67,31.98,55.43,93.69,69.43,1.6,0.6,0.58,87.09,1.1,66.1,34.52,51.28,8.97,86.16,44410.48,46.83,17.01
5.84,5.46,4.0,62.17,60.53,74.35,79.37,2.17,0.65,0.85,85.47,7.9,95.63,89.78,94.36,0.01,63.63,36215.07,25.48,85.65
5.16,14.51,6.6,62.99,0.25,34.56,34.33,2.2,0.83,0.8,56.21,1.29,26.32,90.46,35.17,5.83,74.86,85849.52,36.47,61.21
6.58,7.25,-3.7,39.54,3.47,68.07,83.97,-1.92,0.34,0.88,2.62,5.9,98.5,28.58,35.95,9.75,80.74,77505.8,39.72,25.18
2.59,6.72,3.4,84.35,72.63,73.48,24.34,1.64,0.39,0.33,29.94,9.28,84.84,31.37,9.64,0.35,66.4,86014.08,24.94,34.14
1.25,8.19,-0.17,8.53,22.2,88.84,13.95,1.75,0.97,0.86,30.54,1.74,27.27,58.29,80.7,5.63,74.18,31976.09,38.8,69.92
1.02,4.91,-0.12,49.52,97.93,96.16,18.3,2.37,0.93,0.81,77.01,9.87,61.87,24.47,40.52,3.86,71.16,78765.0,40.84,25.53
6.62,14.32,-3.75,45.27,18.27,43.38,62.62,-0.15,0.48,0.36,81.26,2.73,86.75,89.87,72.12,5.22,65.03,75975.5,43.9,21.19
0.63,2.74,-1.7,66.6,18.39,16.53,67.93,0.79,0.16,0.19,97.16,0.17,65.69,85.71,18.78,9.67,63.05,31419.97,48.56,38.84
0.51,14.01,6.27,40.53,28.19,22.44,53.07,-0.4,0.15,0.18,40.79,2.59,89.72,90.46,72.24,5.91,71.73,73042.32,17.47,17.42
6.89,13.89,-0.27,43.56,69.03,75.17,83.7,-1.39,0.64,0.48,20.15,3.14,76.51,24.4,34.36,3.69,71.63,24200.31,32.39,1.41
7.31,11.48,7.57,10.32,56.76,72.67,60.97,-0.77,0.08,0.62,41.2,5.88,74.74,65.32,23.18,3.39,72.2,92467.93,7.48,60.69
9.31,5.64,0.52,30.38,65.16,42.97,59.46,0.98,0.85,0.33,78.89,0.46,52.84,57.77,60.42,7.89,88.01,64360.62,10.74,27.5
5.51,9.8,-1.16,46.12,61.55,50.82,61.37,1.84,0.56,0.69,48.85,6.04,17.62,98.13,4.8,9.46,74.32,59874.75,1.42,41.06
2.51,3.1,-0.72,70.26,86.34,13.03,27.37,-1.0,1.0,0.54,57.44,5.66,65.73,38.15,35.03,5.26,88.97,79634.67,31.22,46.36
8.39,3.59,-1.79,54.17,33.62,39.21,64.61,1.7,0.66,0.18,49.16,3.85,10.87,57.33,53.5,0.57,77.27,45122.88,31.0,53.74
9.38,11.1,7.85,51.47,48.5,17.47,39.41,-1.68,0.82,0.3,98.1,8.14,97.79,16.27,69.17,1.26,62.08,47438.54,26.84,72.52
4.85,11.44,8.2,21.66,82.57,27.32,24.76,-0.06,0.91,0.84,71.67,7.88,67.26,85.54,22.87,8.59,89.93,16646.75,28.69,81.4
0.16,1.66,-1.54,86.25,64.72,18.86,28.62,-1.77,0.48,0.44,92.1,0.81,47.08,32.1,56.69,0.29,88.04,69251.22,21.2,63.7
9.53,3.58,2.32,36.2,36.23,15.52,55.06,1.26,0.64,0.4,23.54,8.16,52.27,83.84,59.42,1.37,68.22,37434.64,16.64,67.04
2.09,11.39,1.25,68.6,23.28,93.32,36.94,2.21,0.25,0.94,34.82,4.64,22.47,63.1,65.45,5.57,82.48,16137.11,24.16,80.55
1.54,5.99,8.35,20.82,70.27,84.46,28.21,-1.93,0.02,0.23,68.17,3.35,40.31,2.56,57.44,0.88,70.87,88067.68,42.15,14.21
3.51,4.27,-2.82,82.48,37.36,65.8,91.49,2.45,0.31,0.52,84.91,2.1,66.63,92.67,68.99,9.04,66.96,77270.82,35.41,81.32
7.75,14.63,5.38,27.3,14.82,68.34,93.62,2.03,0.12,0.34,69.29,1.3,15.55,75.63,80.71,1.47,70.64,55953.63,4.71,6.05
3.06,5.36,9.16,37.5,51.98,93.94,6.52,-0.14,0.14,0.9,1.57,6.91,53.94,17.13,94.19,8.05,67.0,43881.26,48.0,17.12
4.68,3.92,2.02,97.09,73.12,38.48,57.2,-1.55,0.34,0.28,85.84,8.22,51.41,74.71,35.75,7.63,71.81,55571.96,39.16,42.07
4.87,8.09,5.73,41.02,23.88,8.86,32.43,0.95,0.47,0.69,52.04,8.32,6.07,40.14,11.08,4.7,85.18,55947.52,13.01,51.95
0.2,2.64,3.17,23.08,18.54,70.03,71.37,1.72,0.76,0.42,36.7,0.37,57.32,50.01,44.78,8.0,68.58,18037.4,31.51,87.75
6.63,14.98,2.06,94.68,16.92,68.92,92.75,-1.4,0.79,0.82,24.41,5.28,81.4,79.28,4.53,0.13,88.93,77833.69,10.55,48.77
0.81,6.71,9.43,38.97,94.76,68.24,71.02,-1.33,0.58,0.03,49.84,9.78,74.77,79.42,90.92,3.54,83.83,69356.76,0.19,80.89
9.84,3.99,3.42,18.52,93.29,60.48,74.98,-0.44,0.86,0.31,58.09,3.78,27.23,7.81,62.58,2.7,78.82,90558.66,34.03,95.78
3.78,9.67,8.18,42.05,94.01,55.66,36.57,-0.34,0.42,0.89,95.99,3.23,41.52,92.15,49.62,8.22,68.56,29583.23,16.88,87.83
6.23,12.47,4.03,45.87,51.22,93.41,18.74,-1.29,0.56,0.16,2.47,2.0,6.55,3.34,33.1,1.38,71.73,27707.93,29.73,51.94
6.98,14.89,-3.43,19.35,54.07,41.84,57.76,0.28,0.28,0.58,58.57,9.6,83.12,51.87,66.67,0.15,74.67,71557.64,12.51,31.87
8.62,0.85,0.73,12.88,30.87,1.85,33.53,-0.36,0.47,0.09,72.07,6.42,92.04,20.04,71.58,2.1,87.77,20768.05,24.39,55.84
5.27,2.05,-4.72,5.53,86.55,86.69,37.72,1.46,0.52,0.03,29.57,1.61,6.19,75.5,29.55,7.02,61.5,95703.51,24.74,11.91
4.79,4.84,5.08,39.24,79.84,43.09,60.75,2.54,0.25,0.07,36.57,0.44,66.46,27.23,93.43,9.76,60.75,46999.33,24.8,71.78
8.93,12.76,7.89,98.22,96.37,93.87,61.47,2.77,0.66,0.04,17.27,3.39,40.86,44.41,10.62,4.97,79.05,59454.66,43.64,54.78
1.09,1.05,9.86,26.76,13.96,37.46,40.26,-0.31,0.89,0.29,49.17,1.22,27.41,88.62,49.13,1.96,61.91,21262.1,24.09,9.73
8.71,3.58,7.49,77.99,37.55,44.98,15.08,-0.95,0.77,0.6,64.85,2.93,69.49,21.97,1.05,7.27,60.9,79935.11,5.1,8.82
2.18,2.02,7.92,81.42,96.98,92.44,68.95,1.65,0.1,0.97,70.74,2.64,11.7,56.2,0.63,2.56,68.4,32317.4,12.46,54.87
1.51,9.09,0.69,70.07,53.32,80.56,79.93,-0.71,0.85,0.82,21.55,6.09,97.77,74.42,40.24,2.62,68.51,66844.37,23.93,38.33
0.58,8.32,0.63,84.71,98.78,36.5,49.47,2.96,0.39,0.31,57.97,0.79,22.37,96.11,41.5,4.82,85.89,62866.09,31.37,84.55
9.1,5.36,8.64,10.82,30.62,25.43,21.06,-0.14,0.13,0.47,16.29,2.79,84.33,29.7,16.62,3.87,72.88,39234.89,26.24,13.84
4.11,9.28,6.36,0.63,23.46,97.43,2.64,-0.87,0.49,0.81,17.6,2.75,29.92,11.83,8.81,1.75,76.52,90774.23,25.05,56.8
8.92,14.81,-1.41,48.04,81.38,23.51,40.51,0.26,0.95,0.27,19.55,9.22,1.07,1.71,58.61,3.47,79.38,31624.5,41.6,53.65
2.01,0.7,-3.35,32.29,50.57,59.85,80.6,1.96,0.4,0.02,5.6,7.34,11.79,97.68,82.55,6.03,80.17,53709.81,12.41,49.4
0.67,0.81,-4.78,99.6,54.07,32.17,70.26,-1.78,0.22,0.21,21.24,8.28,59.16,75.46,56.39,5.02,86.43,71426.36,14.5,71.48
6.23,0.24,-2.54,45.13,31.76,58.78,64.78,-1.03,0.6,0.43,44.87,1.17,10.33,61.14,28.63,1.35,68.51,48301.42,47.09,11.12
0.59,14.38,-3.97,29.7,37.93,60.1,66.05,0.94,0.58,0.23,62.67,7.88,46.32,48.29,91.07,5.79,69.16,59512.27,14.35,48.49
2.8,13.11,4.72,33.71,16.08,67.79,2.52,2.67,0.42,0.49,21.76,5.66,27.31,46.51,70.07,1.53,71.94,49924.66,36.62,65.02
2.9,0.72,9.21,61.15,6.72,39.95,99.95,-1.24,0.81,0.62,56.72,6.5,71.01,87.1,0.51,9.65,75.74,97161.93,42.16,20.64
6.26,8.47,6.33,85.94,25.45,72.94,45.78,-1.33,0.39,0.93,23.63,2.21,75.62,50.71,41.62,7.61,62.7,73196.36,0.48,69.4
6.45,5.46,9.98,65.43,59.72,81.06,65.96,-1.67,0.78,0.29,19.36,8.62,68.17,0.71,14.97,3.09,86.79,36174.36,3.09,80.42
2.45,11.27,-2.55,41.93,95.66,52.59,66.47,0.61,0.31,0.4,17.79,4.2,3.59,14.07,83.05,2.75,72.48,90044.08,42.27,31.52
