index,domain,subject,topic,problem,solution,answers,answer_type,unit,is_multiple_answer,language,level
3600,Mechanics and Thermodynamics,Statistical Mechanics,Fermi-Dirac Statistics,"Assume a neutron star is a highly degenerate, non-relativistic neutron gas with a spherically symmetric equilibrium structure. Ignore all interactions between neutrons. Suppose the core mass of the neutron star is \(M\). Solve for the pressure \(p\) in the region outside the core, \(r > r_{0}\).","The density of a degenerate Fermi gas \(\rho \propto \mu^{3/2}\), and the pressure \(p \propto \mu^{5/2}\), where \(\mu\) is the chemical potential. Therefore, \(p = a \rho^{5/3}\), where \(a\) is a proportionality constant.

When the gas expands causing the sphere's radius to increase by \(\mathrm{d}r\), the gas does work against gravity by \(4 \pi r^{2} p \mathrm{~d}r\), increasing the gas's potential energy by \(\alpha G M \cdot \frac{4 \pi r^{2} \rho \mathrm{~d}r}{r}\), where \(\alpha\) is a numerical factor of order 1, \(G\) is the gravitational constant, and \(M\) is the mass of the neutron star's core. Equating both gives the pressure

\[
p = \frac{\alpha G M}{r} \rho
\]",\boxed{p = \frac{\alpha G M}{r} \rho},EQ,,False,EN,Math Derivation
3601,Mechanics and Thermodynamics,Statistical Mechanics,Bose-Einstein Statistics,What is the reduced density matrix in coordinate and momentum space?,"The reduced density matrix is the matrix representation of the density operator $\hat{\rho}(t)$ in an orthogonal and complete single-particle state representation. The density operator $\hat{\rho}(t)$ is defined by the formula $\hat{\rho}=\frac{\exp(-\beta \hat{H})}{\operatorname{tr}[\exp(-\beta \hat{H})]}$, and the expectation value of any operator $O$ is given by

$$
\langle \hat{O} \rangle = \operatorname{tr}[\hat{O} \hat{\rho}(t)]
$$

With an orthogonal and complete basis set of single-particle states in coordinate space $\{|\boldsymbol{r}\rangle\}$, the coordinate space reduced density matrix is $\langle \boldsymbol{r}^{\prime}|\hat{\rho}(t)|\boldsymbol{r} \rangle$. Similarly, the momentum space reduced density matrix is $\langle \boldsymbol{p}^{\prime}|\hat{\rho}(t)|\boldsymbol{p} \rangle$, where $\{|\boldsymbol{p}\rangle\}$ represents the orthogonal and complete basis set of single-particle states in momentum space.","\boxed{\langle \boldsymbol{r}^{\prime}|\hat{\rho}(t)|\boldsymbol{r} \rangle, \langle \boldsymbol{p}^{\prime}|\hat{\rho}(t)|\boldsymbol{p} \rangle}","EX, EX","None, None",True,EN,Knowledge Recall
3602,Mechanics and Thermodynamics,Statistical Mechanics,Fermi-Dirac Statistics,"Consider the Fermi gas model of a nucleus, where nucleons in a heavy nucleus are assumed to move freely within a sphere corresponding to the nuclear volume $V$, obeying the Pauli exclusion principle. The nucleons can be regarded as a completely degenerate Fermi gas. Let $A = N$ (number of neutrons) $+ Z$ (number of protons), and assume $N = Z$. Assume the volume of the nucleus is $V = \frac{4 \pi}{3} R_{0}^{3} A$, where $R_{0} \approx 1.4 \times 10^{-13} \mathrm{~cm}$. Calculate the kinetic energy per nucleon, $E_{\mathrm{kin}} / A$, in the Fermi gas model and convert it to MeV units.","The kinetic energy per nucleon is

$$
\frac{E_{\mathrm{kin}}}{A}=\frac{3}{5} \frac{p_{\mathrm{F}}^{2}}{2 m}
$$

Using the Fermi momentum

$$
p_{\mathrm{F}}=\left(\frac{3}{8 \pi}\right)^{1/3} \frac{h}{R_{0}}
$$

Thus, we obtain

$$
\frac{E_{\mathrm{kin}}}{A}=\frac{3}{10}\left(\frac{3}{8 \pi}\right)^{2/3} \frac{h^{2}}{m R_{0}^{2}} \approx 15 \mathrm{MeV}
$$",\boxed{15},NV,\mathrm{MeV},False,EN,Laws Application
3603,Mechanics and Thermodynamics,Statistical Mechanics,Fermi-Dirac Statistics,"Determine the chemical potential of an ultra-relativistic, highly degenerate Fermi gas. It is known that the density of energy states for an ultra-relativistic Fermi gas is given by $D(\varepsilon) = a \varepsilon^{2}$, where $\varepsilon$ is the energy of the particles, $a = 4 \pi g V / h^{3} c^{3}$, $g$ is a degeneracy factor related to the ""internal structure"", and $c$ is the speed of light.","Let $\mu_{0} = \mu(T \approx 0 \mathrm{~K})$, then

\[N = \int_{0}^{\mu_{0}} D(\varepsilon) \mathrm{d} \varepsilon = \frac{1}{3} a \mu_{0}^{3}\]

From this, we can find

\[\mu_{0} = \left(\frac{3 N}{a}\right)^{1 / 3} = \left(\frac{3 N}{4 \pi g}\right)^{1 / 3} h c\]

It is known that the logarithm of the grand partition function of an ultra-relativistic, highly degenerate Fermi gas is

\[\ln \Xi(\alpha, \beta, V) = a\left[\frac{1}{12}(-\alpha)^{4} + \frac{\pi^{2}}{6}(-\alpha)^{2} + \frac{7 \pi^{4}}{180}\right] \beta^{-3}\]

Using this expression and the formula, the average particle number for an ultra-relativistic, highly degenerate Fermi gas is given by

\[N = -\left(\frac{\partial \ln \Xi}{\partial \alpha}\right)_{\beta, V} = \left[\frac{1}{3}(-\alpha)^{3} + \frac{\pi^{2}}{3}(-\alpha)\right] a \beta^{-3} = \frac{1}{3} a \mu^{3}\left[1+\left(\frac{\pi}{\beta \mu}\right)^{2}\right]\]

Substituting into the expression, the chemical potential is obtained as

\[\mu = \mu_{0}\left[1+\left(\frac{\pi}{\beta \mu}\right)^{2}\right]^{-1 / 3} = \mu_{0}\left(1-\frac{1}{3} \theta^{2}\right)\]

where $\theta = \pi / \beta \mu_{0} = \pi k T / \mu_{0}$.",\boxed{\mu = \mu_{0}\left(1-\frac{1}{3} \theta^{2}\right)},EQ,,False,EN,Math Derivation
3604,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,"A paramagnetic system consists of $N$ magnetic dipoles, each with a magnetic moment $\mu$. When the system reaches equilibrium in a uniform external field $H$ at temperature $T$, determine the system's induced magnetic moment using classical statistics.","The average magnetic moment of each dipole is

$$
\bar{\mu} = \frac{\int \mu \cos \theta \, \mathrm{e}^{\mu H \cos \theta / k T} \, \mathrm{d} \Omega}{\int \mathrm{e}^{\mu H \cos \theta / k T} \, \mathrm{d} \Omega} = \mu \frac{\int_{0}^{\pi} \cos \theta \, \mathrm{e}^{\mu H \cos \theta / k T} \sin \theta \, \mathrm{d} \theta}{\int_{0}^{\pi} \mathrm{e}^{\mu H \cos \theta / k T} \sin \theta \, \mathrm{d} \theta} = \mu \left[\operatorname{coth}\left(\frac{\mu H}{k T}\right) - \frac{k T}{\mu H}\right]
$$

Therefore, the induced magnetic moment of the entire system is

$$
M = N \mu \left[\operatorname{coth}\left(\frac{\mu H}{k T}\right) - \frac{k T}{\mu H}\right]
$$",\boxed{N \mu \left[\operatorname{coth}\left(\frac{\mu H}{k T}\right) - \frac{k T}{\mu H}\right]},EX,,False,EN,Math Derivation
3605,Mechanics and Thermodynamics,Statistical Mechanics,Bose-Einstein Statistics,"For a non-relativistic spinless ideal Bose gas:  
(1) Determine the number of particles with energies between $\varepsilon$ and $\varepsilon + \mathrm{d} \varepsilon$.","The density of states for particles with spin quantum number $s$ is given by  

\begin{equation*}
D(\varepsilon)=\frac{2 \pi}{h^{3}} V(2 m)^{3 / 2} g_{s} \sqrt{\varepsilon}
\end{equation*}

where $g_{s}=2s+1$ is the spin degeneracy. If $s=0$, then $g_{s}=1$. Using equation (1) and the Bose-Einstein distribution, the number of particles with energies between $\varepsilon$ and $\varepsilon + \mathrm{d} \varepsilon$ is  

\begin{equation*}
N(\varepsilon) \mathrm{d} \varepsilon=\frac{2 \pi}{h^{3}} V(2 m)^{3 / 2} g_{s} \cdot \frac{\sqrt{\varepsilon}}{\exp [(\varepsilon-\mu) / k T]-1} \mathrm{~d} \varepsilon
\end{equation*}","\[
\boxed{N(\varepsilon) \mathrm{d} \varepsilon = \frac{2 \pi}{h^{3}} V(2 m)^{3 / 2} g_{s} \cdot \frac{\sqrt{\varepsilon}}{\exp [(\varepsilon-\mu) / k T]-1}}
\]",EQ,,False,EN,Math Derivation
3606,Mechanics and Thermodynamics,Statistical Mechanics,Fermi-Dirac Statistics,"In the extremely relativistic and highly degenerate electron gas inside a white dwarf star, determine the following physical quantity:

(c) Determine the internal energy \(U\) of the electron gas.","From equations (1) and (3), the internal energy of the electron gas is given by

\[
U = \int_{0}^{\varepsilon_{\mathrm{F}}} \varepsilon D(\varepsilon) \, \mathrm{d} \varepsilon = \frac{3}{4} N \varepsilon_{\mathrm{F}} = \frac{3}{4} h c N \left(\frac{3 N}{8 \pi V}\right)^{1 / 3} 
\]",\boxed{\frac{3}{4} h c N \left(\frac{3 N}{8 \pi V}\right)^{1 / 3}},EX,,False,EN,Math Derivation
3607,Mechanics and Thermodynamics,Statistical Mechanics,Bose-Einstein Statistics,Blackbody radiation. Derive the relationship between the spectral radiation intensity \(I(\lambda)\) and the wavelength \(\lambda\).,"The energy of a photon is \(\varepsilon=\hbar \omega\), where \(\omega\) is the angular frequency; the momentum \(p=\varepsilon / c\), where \(c\) is the speed of light. The number of photon states in the range \(\omega\) to \(\omega+\mathrm{d} \omega\) is given by

\[
D(\omega) \mathrm{d} \omega=\frac{8 \pi V}{h^{3}} p^{2} \mathrm{~d} p=\frac{V}{\pi^{2} c^{3}} \omega^{2} \mathrm{~d} \omega \tag{1}
\]

The chemical potential of the photon gas \(\mu=0\), and it follows the Bose-Einstein distribution. Therefore, according to equation (1), the radiation energy in the range \(\omega\) to \(\omega+\mathrm{d} \omega\) is

\[
U(\omega, T) \mathrm{d} \omega=\frac{\hbar \omega D(\omega) \mathrm{d} \omega}{\exp (\hbar \omega / k T)-1} \tag{2}
\]

Here, \(T\) is the temperature of the photon gas, and \(k\) is the Boltzmann constant. The spectral radiation intensity of the photon gas is

\[
J(\omega, T)=\frac{c}{4} \cdot \frac{U(\omega, T)}{V} \tag{3}
\]

Let \(\lambda\) be the wavelength of the photon, then \(\omega=2 \pi \cdot c / \lambda, \mathrm{d} \omega=2 \pi \cdot c \mathrm{~d} \lambda / \lambda^{2}\). Utilizing equations (1) through (3), from \(I(\lambda, T) \mathrm{d} \lambda=J(\omega, T) \mathrm{d} \omega\), we obtain

\[
I(\lambda, T)=2 \pi \frac{c}{\lambda^{2}} J(\omega, T)=\frac{2 \pi h c^{2}}{\lambda^{5}} \cdot \frac{1}{\exp(h c / k T \lambda)-1} \tag{4}
\]",\boxed{\frac{2 \pi h c^{2}}{\lambda^{5}} \cdot \frac{1}{\exp(h c / k T \lambda)-1}},EX,,False,EN,Math Derivation
3608,Mechanics and Thermodynamics,Statistical Mechanics,Fermi-Dirac Statistics,"Given the grand potential \( J = -pV \) for a strongly degenerate Fermi gas as

$$
J(T, V, \mu) = -a \left( \frac{4}{15} \mu^{5/2} + \frac{\pi^2}{6 \beta^2} \mu^{1/2} - \frac{7 \pi^4}{1440 \beta^4} \mu^{-3/2} \right)
$$

where \( a = 2 \pi g V (2m)^{3/2} / h^3 \), \( g \) is the weighting factor or degeneracy related to ""internal structure"" (e.g., spin), \(\beta = 1/kT\), and \( T, \mu \) are the temperature and chemical potential of the gas, respectively, and \( k \) is the Boltzmann constant. Find the enthalpy of the strongly degenerate Fermi gas.","Using equations (8) and (9), from the enthalpy \( H = U + pV \), the enthalpy of the strongly degenerate Fermi gas can be expressed as

\begin{equation*}
H = N \mu_{0}\left(1 + \frac{5}{12} \theta^2 - \frac{1}{16} \theta^4 \right) \tag{12}
\end{equation*}",\boxed{N \mu_{0}\left(1+\frac{5}{12} \theta^{2}-\frac{1}{16} \theta^{4}\right)},EX,,False,EN,Math Derivation
3609,Mechanics and Thermodynamics,Statistical Mechanics,Fermi-Dirac Statistics,"Consider an ideal gas composed of $N$ fermions each with spin $\frac{1}{2}$, and occupying a volume $V$. Calculate the pressure of the gas at the absolute zero limit. Assume the interaction energy of each fermion with an external magnetic field is $2 \mu_{\mathrm{B}} H s_{z}$, where $s_{z}$ is the $z$ component of the spin.","The pressure is given by the formula:

$$
p=-\frac{\partial E}{\partial V}=-\frac{\partial E}{\partial \mu(0)} \cdot \frac{\partial \mu(0)}{\partial V}=\frac{2 N}{5 V} \mu(0)=\frac{2}{5} n \mu(0)
$$",\boxed{\frac{2}{5} n \mu(0)},EX,,False,EN,Math Derivation
3610,Mechanics and Thermodynamics,Statistical Mechanics,Fermi-Dirac Statistics,"A white dwarf star is supported by the degeneracy pressure of electrons. As a simplified model, we consider an ideal gas sphere consisting of electrons and completely ionized silicon ($\mathrm{Si}^{28}$) ions with uniform density. Let $n_{i}$ represent the number density of silicon ions, and $n_{e}=14 n_{i}$ represent the number density of electrons (the atomic number of silicon is 14). If $M$ is the mass of the star and $R$ is its radius, the gravitational potential energy is given by

$$
u_{\mathrm{G}}=\frac{3 G M^{2}}{5 R}
$$

In the case where the internal energy is mainly the kinetic energy of extremely relativistic electrons, the virial theorem implies that the internal energy is approximately equal to the gravitational potential energy. Assuming the contribution of electron mass to the stellar mass can be neglected, prove that the star's (white dwarf) mass can be expressed in terms of fundamental physical constants and provide a result comparing it with the solar mass, $M_{\odot}=2 \times 10^{30} \mathrm{~kg}$. It can be shown that this is an approximation of the upper mass limit for white dwarfs.","According to the virial theorem,

$$
\left(\frac{4 \pi}{3} R^{3} n_{\mathrm{e}}\right) \cdot \frac{3}{4} h c\left(\frac{3 n_{\mathrm{e}}}{8 \pi}\right)^{1 / 3}=\frac{3}{5} \frac{G M^{2}}{R}
$$

Note that

$$
\begin{aligned}
M & =\frac{4 \pi}{3} R^{3} \frac{n_{\mathrm{e}}}{14} m_{i}=\frac{8 \pi}{3} R^{3} n_{\mathrm{e}} m_{\mathrm{p}} \\
R & =\frac{1}{8 m_{\mathrm{p}}}\left(\frac{15 h c}{\pi G n_{\mathrm{e}}}\right)^{1 / 2}\left(\frac{3 n_{\mathrm{e}}}{8 \pi}\right)^{1 / 6}
\end{aligned}
$$

Thus, we obtain

$$
M=\frac{15}{128 \pi} \cdot \frac{h c}{G m_{\mathrm{p}}^{2}} \sqrt{\frac{5 h c}{2 G}}=8.5 \times 10^{30} \mathrm{~kg}=4.1 M_{\odot}
$$",\boxed{4.1},NV,M_{\odot},False,EN,Math Derivation
3611,Mechanics and Thermodynamics,Statistical Mechanics,Kinetic Theory of Gases,"Given that the molecular weights of argon and helium are $m_{\mathrm{A}}=40$ and $m_{\mathrm{He}}=4$, respectively, and their viscosity coefficients at standard conditions are $\eta_{\mathrm{A}}=21.0 \times 10^{-6} \, \mathrm{kg} \cdot \mathrm{s}^{-1} \cdot \mathrm{m}^{-1}$ and $\eta_{\mathrm{He}}=18.8 \times 10^{-6} \, \mathrm{kg} \cdot \mathrm{s}^{-1} \cdot \mathrm{m}^{-1}$, respectively. Calculate the ratio of the diffusion coefficients of argon and helium at standard conditions.","Given that the diffusion coefficient $D = \eta / \rho$, the ratio of the diffusion coefficients of argon and helium at standard conditions is

\[
\frac{D_{\mathrm{A}}}{D_{\mathrm{He}}} = \frac{m_{\mathrm{He}}}{m_{\mathrm{A}}} \cdot \frac{\eta_{\mathrm{A}}}{\eta_{\mathrm{He}}} = 0.112 \tag{4}
\]",\boxed{0.112},NV,,False,EN,Knowledge Recall
3612,Mechanics and Thermodynamics,Statistical Mechanics,Fermi-Dirac Statistics,Determine the internal energy \( U \) of an extremely relativistic strongly degenerate Fermi gas. It is known that the internal energy of an extremely relativistic gas \( U = 3 \mathrm{pV} \).,"Using the pressure formula, we find that the internal energy of the extremely relativistic strongly degenerate Fermi gas is

\[ U = \frac{3}{4} N \mu_{0}\left(1+\frac{2}{3} \theta^{2}+\frac{11}{45} \theta^{4}\right) \]",\boxed{U = \frac{3}{4} N \mu_{0}\left(1+\frac{2}{3} \theta^{2}+\frac{11}{45} \theta^{4}\right)},EX,,False,EN,Laws Application
3613,Mechanics and Thermodynamics,Statistical Mechanics,Fermi-Dirac Statistics,Find the isobaric heat capacity of a strongly degenerate Fermi gas.,"Since \(p V=\frac{2 U}{3}\), and using equation (2), the pressure of a strongly degenerate Fermi gas is given by

\[
p=\frac{2 b N}{5} V^{-5 / 3}+\frac{\pi^{2} k^{2}}{6 b} N V^{-1 / 3} T^{2} \tag{4}
\]

From equation (4), we obtain

\[
\left(\frac{\partial V}{\partial T}\right)_{p}=\frac{\pi k}{2} \mu_{0}^{-1} V\left(1-\frac{1}{12} \theta^{2}\right) \theta \tag{5}
\]

The enthalpy \(H = U + pV = \frac{5 p V}{2}\). From equation (4), we can find the enthalpy of a strongly degenerate Fermi gas as

\[
H=b N V^{-2 / 3}+\frac{5 \pi^{2} k^{2}}{12 b} N V^{2 / 3} T^{2} \tag{6}
\]

From equation (6), we derive

\[
\left(\frac{\partial H}{\partial T}\right)_{V}=\frac{5 \pi k}{6} N \theta  \tag{7}
\]

\[
\left(\frac{\partial H}{\partial V}\right)_{T}=-\frac{2}{3} N \mu_{0} V^{-1}\left(1-\frac{5}{12} \theta^{2}\right) \tag{8}
\]

The isobaric heat capacity \(c_{\mathrm{p}}=\left(\frac{\partial H}{\partial T}\right)_{p}\). Using equations (5) through (8), we find

\[
c_{\mathrm{p}}=\left(\frac{\partial H}{\partial T}\right)_{V}+\left(\frac{\partial H}{\partial V}\right)_{T} \cdot\left(\frac{\partial V}{\partial T}\right)_{p}=\frac{\pi k}{2} N \theta\left(1+\frac{1}{3} \theta^{2}\right) \tag{9}
\]",\boxed{\frac{\pi k}{2} N \theta\left(1+\frac{1}{3} \theta^{2}\right)},EX,,False,EN,Math Derivation
3614,Mechanics and Thermodynamics,Statistical Mechanics,Fermi-Dirac Statistics,Find the enthalpy $H$ of an ultra-relativistic strongly degenerate Fermi gas. It is known that the enthalpy formula is $H = U + p V = 4 p V$.,"Using the pressure formula, we can find that the enthalpy of an ultra-relativistic strongly degenerate Fermi gas is

\[H = N \mu_{0}\left(1+\frac{2}{3} \theta^{2}+\frac{11}{45} \theta^{4}\right)\]",\boxed{H = N \mu_{0}\left(1+\frac{2}{3} \theta^{2}+\frac{11}{45} \theta^{4}\right)},EQ,,False,EN,Knowledge Recall
3615,Mechanics and Thermodynamics,Statistical Mechanics,Fermi-Dirac Statistics,"Consider an ideal gas consisting of $N$ fermions with spin $\frac{1}{2}$, occupying a volume $V$. Calculate the chemical potential $\mu(0)$ in the limiting case of absolute zero. Assume that each fermion interacts with an external magnetic field with an interaction energy of $2 \mu_{\mathrm{B}} H s_{z}$, where $s_{z}$ is the $z$-component of the spin.","The total particle number formula is:

$$
N=N_{+}+N_{-}=\frac{4 \pi V(2 m)^{3 / 2}}{3 h^{3}}\left[\left(\mu(0)-\mu_{\mathrm{B}} H\right)^{3 / 2}+\left(\mu(0)+\mu_{\mathrm{B}} H\right)^{3 / 2}\right]
$$

If $\mu(0) \gg \mu_{\mathrm{B}} H$, the chemical potential is:

$$
\mu(0)=\frac{\hbar^{2}}{2 m}\left(3 \pi^{2} \frac{N}{V}\right)^{2 / 3}
$$",\boxed{\mu(0) = \frac{\hbar^{2}}{2 m}\left(3 \pi^{2} \frac{N}{V}\right)^{2 / 3}},EQ,,False,EN,Math Derivation
3616,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,"For a heteronuclear diatomic molecule with a moment of inertia $I$, considering only its rotational motion in classical statistical mechanics, find the specific heat capacity of the system.","For a classical rotor,

$$
\begin{gathered}
E=\frac{1}{2 I}\left(p_{\theta}^{2}+\frac{1}{\sin^2 \theta} p_{\phi}^{2}\right), \\
Z=\int \mathrm{e}^{-\beta E} \mathrm{~d} p_{\theta} \mathrm{d} p_{\phi} \mathrm{d} \theta \mathrm{~d} \varphi=\frac{8 \pi^{2} I}{\beta}, \\
\bar{E}=-\frac{\partial}{\partial \beta} \ln Z=\frac{1}{\beta}=kT,
\end{gathered}
$$

Therefore,

$$
c(T)=k.
$$",\boxed{k},NV,,False,EN,Laws Application
3617,Mechanics and Thermodynamics,Statistical Mechanics,Fermi-Dirac Statistics,"The electron gas is highly degenerate and extremely relativistic. The central temperature of a white dwarf is \(T \approx 10^{7} \, \mathrm{K}\), containing \(N\) electrons and \(N / 2\) helium nuclei. Since the Fermi temperature \(T_{\mathrm{F}} \approx 10^{9} \, \mathrm{K}\), the electron gas can be considered an ideal Fermi gas. Find the following physical quantity:

(a) Determine the density of states \(D(\varepsilon)\) of the electron gas.","In an extremely relativistic gas, the relationship between the energy \(\varepsilon\) and momentum \(p\) of the electrons is \(\varepsilon = c p\), where \(c\) is the speed of light. For the energy between \(\varepsilon\) and \(\varepsilon + \mathrm{d} \varepsilon\), the number of electron states is given by

\[
D(\varepsilon) \, \mathrm{d} \varepsilon = \frac{8 \pi V p^{2} \, \mathrm{d} p}{h^{3}} = \frac{8 \pi V \varepsilon^{2}}{h^{3} c^{3}} \, \mathrm{d} \varepsilon
\]",\boxed{\frac{8 \pi V \varepsilon^{2}}{h^{3} c^{3}}},EX,,False,EN,Math Derivation
3618,Mechanics and Thermodynamics,Statistical Mechanics,Bose-Einstein Statistics,"A one-dimensional molecular crystal consists of $N$ diatomic molecules, each of which can freely rotate at its lattice point. Calculate the specific heat capacity $c$ of the molecular crystal.","For homonuclear diatomic molecules, the rotational partition function of the molecule can be defined as

\[
Z_{\mathrm{r}}=Z_{\mathrm{rO}}^{N_{\mathrm{O}} / N} Z_{\mathrm{rP}}^{N_{\mathrm{P}} / N} \tag{7}
\]

Thus, in the range of normal temperatures, $Z_{\mathrm{r}} \approx Z_{\mathrm{rO}} \approx Z_{\mathrm{rP}}$; the single-molecule partition function is

\[
Z=Z_{\mathrm{v}} \cdot Z_{\mathrm{r}} \approx Z_{\mathrm{v}} \cdot Z_{\mathrm{rO}} \approx Z_{\mathrm{v}} \cdot Z_{\mathrm{rP}} \tag{8}
\]

Using equations (2), (6), and (8), the internal energy of the molecular crystal can be obtained as

\[
U=-N \frac{\partial \ln Z}{\partial \beta}=2NkT \tag{9}
\]

From this, the specific heat capacity of the molecular crystal can be determined as

\[
c=2Nk \tag{10}
\]

The molar specific heat capacity of the molecular crystal is

\[
c=2R \tag{11}
\]

where $R=N_{\mathrm{A}}k$ is the molar gas constant.","\boxed{2N, 2}",NV,,True,EN,Math Derivation
3619,Mechanics and Thermodynamics,Statistical Mechanics,Fermi-Dirac Statistics,"Consider phonons (quanta of sound waves) following Bose-Einstein statistics. Under this assumption, for temperatures \( T \) much less than the Debye temperature \( T_{\mathrm{D}} \), find the relationship between the specific heat and temperature.","For a phonon gas obeying Bose-Einstein statistics, the internal energy of a solid is given by

\[
U=U_{0}+\int_{0}^{\omega_{D}} \frac{\hbar \omega D(\omega) \mathrm{d} \omega}{\exp (\hbar \omega / k T)-1}=U_{0}+9 N k T x^{-3} \int_{0}^{x} \frac{y^{3} \mathrm{~d} y}{\exp (y)-1} 
\]

When \( T \ll T_{\mathrm{D}} \), \( x \gg 1 \), we can approximate

\[
b=\int_{0}^{x} \frac{y^{3} \mathrm{~d} y}{\exp (y)-1} \approx \int_{0}^{\infty} \frac{y^{3} \mathrm{~d} y}{\exp (y)-1}=\frac{\pi^{4}}{15} 
\]

The internal energy can then be expressed as

\[
U=U_{0}+9 b N k T x^{-3} 
\]

At this point, the specific heat at constant volume is proportional to the cube of the temperature:

\[
c_{v}=36 b N k\left(\frac{k}{\hbar \omega_{\mathrm{D}}}\right)^{3} T^{3}=\frac{12 \pi^{4}}{5}\left(\frac{T}{T_{\mathrm{D}}}\right)^{3} N k 
\]",\boxed{\frac{12 \pi^{4}}{5}\left(\frac{T}{T_{\mathrm{D}}}\right)^{3} N k},EX,,False,EN,Math Derivation
3620,Mechanics and Thermodynamics,Statistical Mechanics,Fermi-Dirac Statistics,"Find the constant pressure heat capacity \( c_{\mathrm{p}} \) of a strongly degenerate Fermi gas. It is given that: \( c_{\mathrm{p}} = \left(\frac{\partial H}{\partial T}\right)_{p} \), with the parameter \( \theta = \pi / \beta \mu_{0} = \pi k T / \mu_{0}, \mu_{0} = b V^{-2/3} \) being the chemical potential at temperature \( T \approx 0 \ \text{K} \), where \( b = \left(h^2 / 2m\right) \left(3N / 4\pi g\right)^{2/3}, g \) is the weight factor or degeneracy related to the ""internal structure"" (such as spin).","The constant pressure heat capacity of a strongly degenerate Fermi gas is known to be
\[
c_{\mathrm{p}} = \left(\frac{\partial H}{\partial T}\right)_{p} = \frac{\pi^2 k^2}{2} N \theta \left(1 + \frac{1}{3} \theta^{2}\right) \tag{1}
\]",\(\boxed{\frac{\pi^2 k^2}{2} N \theta \left(1 + \frac{1}{3} \theta^{2}\right)}\),EX,,False,EN,Knowledge Recall
3621,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,"Consider a heteronuclear diatomic molecule with a moment of inertia $I$. At high temperatures ($\frac{\beta \hbar^{2}}{2 I} \ll 1$ or $kT \gg \frac{\hbar^{2}}{2 I}$), determine the heat capacity $c(T)$ and establish the temperature range for which this approximation is valid.","Under the high-temperature approximation, $\frac{\beta \hbar^{2}}{2 I} \ll 1$, i.e., $kT \gg \frac{\hbar^{2}}{2 I}$, the summation can be approximated by an integral.

$$
\begin{gathered}
Z=\int_{0}^{\infty} (2x+1) \exp \left[-\frac{\beta \hbar^{2}}{2 I} x(x+1)\right] \mathrm{d}x=\frac{2 I}{\hbar^{2}} kT, \\
\bar{E}=-\frac{\partial}{\partial \beta} \ln Z = kT.
\end{gathered}
$$

Therefore,

$$
c(T)=k.
$$",\boxed{k},NV,,False,EN,Math Derivation
3622,Mechanics and Thermodynamics,Statistical Mechanics,Bose-Einstein Statistics,"A Bose gas consists of $N$ particles, where $N \gg 1$. Each particle has two energy levels, with energies of 0 and $\varepsilon$ respectively; the degeneracies are $g_{1}$ and $g_{2}$, respectively. Determine the temperature $T$ when the number of particles in the lower energy level is twice the number in the higher energy level.","Using the expression for the chemical potential $\mu$ (expression 5) and the expression for the energy difference (expression 7), we find that the required temperature is:

\[
T = \frac{\varepsilon}{k \ln\left[\frac{2N + 6g_{2}}{2N + 3g_{1}}\right]} \tag{8}
\]","\[
\boxed{\frac{\varepsilon}{k \ln\left[\frac{2N + 6g_{2}}{2N + 3g_{1}}\right]}}
\]",EX,,False,EN,Math Derivation
